date,open,high,low,close,volume
2022-12-23,130.9200,132.4150,129.6400,131.8600,63814893
2022-12-27,131.3800,131.4100,128.7200,130.0300,69007830
2022-12-28,129.6700,131.0275,125.8700,126.0400,85438391
2022-12-29,127.9900,130.4814,127.7300,129.6100,75703710
2022-12-30,128.4100,129.9500,127.4300,129.9300,77034209
2023-01-03,130.2800,130.9000,124.1700,125.0700,112117471
2023-01-04,126.8900,128.6557,125.0800,126.3600,89113633
2023-01-05,127.1300,127.7700,124.7600,125.0200,80962708
2023-01-06,126.0100,130.2900,124.8900,129.6200,87754715
2023-01-09,130.4650,133.4100,129.8900,130.1500,70790813
2023-01-10,130.2600,131.2636,128.1200,130.7300,63896155
2023-01-11,131.2500,133.5100,130.4600,133.4900,69458949
2023-01-12,133.8800,134.2600,131.4400,133.4100,71379648
2023-01-13,132.0300,134.9200,131.6600,134.7600,57809719
2023-01-17,134.8300,137.2900,134.1300,135.9400,63646627
2023-01-18,136.8150,138.6100,135.0300,135.2100,69672800
2023-01-19,134.0800,136.2500,133.7700,135.2700,58280413
2023-01-20,135.2800,138.0200,134.2200,137.8700,80223626
2023-01-23,138.1200,143.3150,137.9000,141.1100,81760313
2023-01-24,140.3050,143.1600,140.3000,142.5300,66435142
2023-01-25,140.8900,142.4300,138.8100,141.8600,65799349
2023-01-26,143.1700,144.2500,141.9000,143.9600,54105068
2023-01-27,143.1550,147.2300,143.0800,145.9300,70555843
2023-01-30,144.9550,145.5500,142.8500,143.0000,64015274
2023-01-31,142.7000,144.3400,142.2800,144.2900,65874459
2023-02-01,143.9700,146.6100,141.3200,145.4300,77663633
2023-02-02,148.9000,151.1800,148.1700,150.8200,118338980
2023-02-03,148.0300,157.3800,147.8300,154.5000,154357337
2023-02-06,152.5750,153.1000,150.7800,151.7300,69858306
2023-02-07,150.6400,155.2300,150.6400,154.6500,83322551
2023-02-08,153.8800,154.5800,151.1680,151.9200,64120079
2023-02-09,153.7750,154.3300,150.4200,150.8700,56007143
2023-02-10,149.4600,151.3401,149.2200,151.0100,57450708
2023-02-13,150.9520,154.2600,150.9200,153.8500,62199013
2023-02-14,152.1200,153.7700,150.8600,153.2000,61707573
2023-02-15,153.1100,155.5000,152.8800,155.3300,65669252
2023-02-16,153.5100,156.3300,153.3475,153.7100,68167942
2023-02-17,152.3500,153.0000,150.8500,152.5500,59144118
2023-02-21,150.2000,151.3000,148.4050,148.4800,58867230
2023-02-22,148.8700,149.9500,147.1600,148.9100,51011305
2023-02-23,150.0900,150.3400,147.2400,149.4000,48394249
2023-02-24,147.1100,147.1900,145.7202,146.7100,55469606
2023-02-27,147.7100,149.1700,147.4500,147.9200,44998470
2023-02-28,147.0500,149.0800,146.8300,147.4100,50546998
2023-03-01,146.8300,147.2285,145.0100,145.3100,55478991
2023-03-02,144.3800,146.7100,143.9000,145.9100,52279761
2023-03-03,148.0450,151.1100,147.3300,151.0300,70732297
2023-03-06,153.7850,156.3000,153.4600,153.8300,87558028
2023-03-07,153.7000,154.0299,151.1300,151.6000,56182028
2023-03-08,152.8100,153.4700,151.8300,152.8700,47204791
2023-03-09,153.5590,154.5350,150.2250,150.5900,53833582
2023-03-10,150.2100,150.9400,147.6096,148.5000,68572400
2023-03-13,147.8050,153.1400,147.7000,150.4700,84457122
2023-03-14,151.2800,153.4000,150.1000,152.5900,73695893
2023-03-15,151.1900,153.2450,149.9200,152.9900,77167866
2023-03-16,152.1600,156.4600,151.6400,155.8500,76254419
2023-03-17,156.0800,156.7400,154.2800,155.0000,98944633
2023-03-20,155.0700,157.8200,154.1500,157.4000,73641415
2023-03-21,157.3200,159.4000,156.5400,159.2800,73938285
2023-03-22,159.3000,162.1400,157.8100,157.8300,75701811
2023-03-23,158.8300,161.5501,157.6800,158.9300,67622060
2023-03-24,158.8600,160.3400,157.8500,160.2500,59256343
2023-03-27,159.9400,160.7700,157.8700,158.2800,52390266
2023-03-28,157.9700,158.4900,155.9800,157.6500,45992152
2023-03-29,159.3700,161.0500,159.3500,160.7700,51305691
2023-03-30,161.5300,162.4700,161.2710,162.3600,49501689
2023-03-31,162.4400,165.0000,161.9100,164.9000,68749792
2023-04-03,164.2700,166.2900,164.2200,166.1700,56976187
2023-04-04,166.5950,166.8400,165.1100,165.6300,46278295
2023-04-05,164.7400,165.0500,161.8000,163.7600,51511744
2023-04-06,162.4300,164.9584,162.0000,164.6600,45390123
2023-04-10,161.4200,162.0300,160.0800,162.0300,47716882
2023-04-11,162.3500,162.3600,160.5100,160.8000,47644217
2023-04-12,161.2200,162.0600,159.7800,160.1000,50133062
2023-04-13,161.6300,165.8000,161.4200,165.5600,68445649
2023-04-14,164.5900,166.3200,163.8200,165.2100,49386480
2023-04-17,165.0900,165.3900,164.0300,165.2300,40713618
2023-04-18,166.1000,167.4100,165.6500,166.4700,49923008
2023-04-19,165.8000,168.1600,165.5400,167.6300,47720166
2023-04-20,166.0900,167.8700,165.5600,166.6500,52456377
2023-04-21,165.0500,166.4521,164.4900,165.0200,58337341
2023-04-24,165.0000,165.6000,163.8900,165.3300,41949581
2023-04-25,165.1900,166.3050,163.7300,163.7700,48714063
2023-04-26,163.0550,165.2800,162.8000,163.7600,44105745
2023-04-27,165.1900,168.5600,165.1900,168.4100,64902329
2023-04-28,168.4900,169.8500,167.8801,169.6800,55275851
2023-05-01,169.2800,170.4500,168.6400,169.5900,52472936
2023-05-02,170.0900,170.3500,167.5400,168.5400,48425696
2023-05-03,169.5000,170.9200,167.1600,167.4500,65136018
2023-05-04,164.8900,167.0400,164.3100,165.7900,81235427
2023-05-05,170.9750,174.3000,170.7600,173.5700,113453171
2023-05-08,172.4800,173.8500,172.1100,173.5000,55962793
2023-05-09,173.0500,173.5400,171.6000,171.7700,45326874
2023-05-10,173.0200,174.0300,171.9000,173.5550,53724501
2023-05-11,173.8500,174.5900,172.1700,173.7500,49514676
2023-05-12,173.6200,174.0600,171.0000,172.5700,45533138
2023-05-15,173.1600,173.2100,171.4700,172.0700,37266659
2023-05-16,171.9900,173.1383,171.7991,172.0700,42110293
2023-05-17,171.7100,172.9250,170.4201,172.6900,57951604
2023-05-18,173.0000,175.2400,172.5800,175.0500,65496657
2023-05-19,176.3900,176.3900,174.9400,175.1600,55809475
2023-05-22,173.9800,174.7100,173.4500,174.2000,43570932
2023-05-23,173.1300,173.3794,171.2750,171.5600,50747263
2023-05-24,171.0900,172.4183,170.5200,171.8400,45143488
2023-05-25,172.4100,173.8950,171.6900,172.9900,56058258
2023-05-26,173.3200,175.7700,173.1100,175.4300,54834975
2023-05-30,176.9600,178.9900,176.5700,177.3000,55964401
2023-05-31,177.3250,179.3500,176.7600,177.2500,99313268
2023-06-01,177.7000,180.1200,176.9306,180.0900,68901809
2023-06-02,181.0300,181.7800,179.2600,180.9500,61996913
2023-06-05,182.6300,184.9510,178.0350,179.5800,121946497
2023-06-06,179.9650,180.1200,177.4300,179.2100,64848374
2023-06-07,178.4400,181.2100,177.3200,177.8200,61944615
2023-06-08,177.8950,180.8400,177.4600,180.5700,50214881
2023-06-09,181.5000,182.2300,180.6300,180.9600,48899973
2023-06-12,181.2700,183.8900,180.9700,183.7900,54754995
2023-06-13,182.8000,184.1500,182.4400,183.3100,54929129
2023-06-14,183.3700,184.3900,182.0200,183.9500,57462882
2023-06-15,183.9600,186.5200,183.7800,186.0100,65433166
2023-06-16,186.7300,186.9900,184.2700,184.9200,101256225
2023-06-20,184.4100,186.1000,184.4100,185.0100,49799092
2023-06-21,184.9000,185.4100,182.5901,183.9600,49515697
2023-06-22,183.7400,187.0450,183.6700,187.0000,51245327
2023-06-23,185.5500,187.5600,185.0100,186.6800,53116996
2023-06-26,186.8300,188.0500,185.2300,185.2700,48088661
2023-06-27,185.8900,188.3900,185.6700,188.0600,50730846
2023-06-28,187.9300,189.9000,187.6000,189.2500,51216801
2023-06-29,189.0800,190.0700,188.9400,189.5900,46347308
2023-06-30,191.6300,194.4800,191.2600,193.9700,85213216
2023-07-03,193.7800,193.8800,191.7600,192.4600,31458198
2023-07-05,191.5650,192.9800,190.6200,191.3300,46920261
2023-07-06,189.8400,192.0200,189.2000,191.8100,45156009
2023-07-07,191.4100,192.6700,190.2400,190.6800,46814998
2023-07-10,189.2600,189.9900,187.0350,188.6100,59922163
2023-07-11,189.1600,189.3000,186.6000,188.0800,46638119
2023-07-12,189.6800,191.7000,188.4700,189.7700,60750248
2023-07-13,190.5000,191.1900,189.7800,190.5400,41342338
2023-07-14,190.2300,191.1799,189.6300,190.6900,41616242
2023-07-17,191.9000,194.3200,191.8100,193.9900,50520159
2023-07-18,193.3500,194.3300,192.4150,193.7300,48353774
2023-07-19,193.1000,198.2300,192.6500,195.1000,80507323
2023-07-20,195.0900,196.4700,192.4950,193.1300,59581196
2023-07-21,194.1000,194.9700,191.2300,191.9400,71951683
2023-07-24,193.4100,194.9100,192.2500,192.7500,45505097
2023-07-25,193.3300,194.4400,192.9150,193.6200,37283201
2023-07-26,193.6700,195.6400,193.3200,194.5000,47471868
2023-07-27,196.0200,197.2000,192.5500,193.2200,47460180
2023-07-28,194.6700,196.6260,194.1400,195.8300,48291443
2023-07-31,196.0600,196.4900,195.2600,196.4500,38824113
2023-08-01,196.2350,196.7300,195.2800,195.6050,35281426
2023-08-02,195.0400,195.1800,191.8507,192.5800,50389327
2023-08-03,191.5700,192.3700,190.6900,191.1700,62243282
2023-08-04,185.5200,187.3800,181.9200,181.9900,115956841
2023-08-07,182.1300,183.1300,177.3500,178.8500,97576069
2023-08-08,179.6900,180.2700,177.5800,179.8000,67823003
2023-08-09,180.8700,180.9300,177.0100,178.1900,60378492
2023-08-10,179.4800,180.7500,177.6000,177.9700,54686851
2023-08-11,177.3200,178.6200,176.5500,177.7900,52036672
2023-08-14,177.9700,179.6900,177.3050,179.4600,43675627
2023-08-15,178.8800,179.4800,177.0500,177.4500,43622593
2023-08-16,177.1300,178.5400,176.5000,176.5700,46964857
2023-08-17,177.1400,177.5054,173.4800,174.0000,66062882
2023-08-18,172.3000,175.1000,171.9600,174.4900,61172150
2023-08-21,175.0700,176.1300,173.7350,175.8400,46311879
2023-08-22,177.0600,177.6800,176.2500,177.2300,42084245
2023-08-23,178.5200,181.5500,178.3250,181.1200,52722752
2023-08-24,180.6740,181.1040,176.0100,176.3800,54945798
2023-08-25,177.3800,179.1500,175.8200,178.6100,51449594
2023-08-28,180.0900,180.5900,178.5450,180.1900,43820697
2023-08-29,179.6950,184.9000,179.5000,184.1200,53003948
2023-08-30,184.9400,187.8500,184.7400,187.6500,60813888
2023-08-31,187.8400,189.1200,187.4800,187.8700,60794467
2023-09-01,189.4850,189.9200,188.2800,189.4600,45766503
2023-09-05,188.2800,189.9800,187.6100,189.7000,45280027
2023-09-06,188.4000,188.8500,181.4700,182.9100,81755816
2023-09-07,175.1800,178.2100,173.5400,177.5600,112488803
2023-09-08,178.3500,180.2390,177.7900,178.1800,65602066
2023-09-11,180.0700,180.3000,177.3400,179.3600,58953052
2023-09-12,179.4900,180.1300,174.8200,176.3000,90370192
2023-09-13,176.5100,177.3000,173.9800,174.2100,84267928
2023-09-14,174.0000,176.1000,173.5800,175.7400,60895757
2023-09-15,176.4800,176.4950,173.8200,175.0100,109259461
2023-09-18,176.4800,179.3800,176.1700,177.9700,67257573
2023-09-19,177.5200,179.6300,177.1300,179.0700,51826941
2023-09-20,179.2600,179.6950,175.4000,175.4900,58436181
2023-09-21,174.5500,176.3000,173.8600,173.9300,63149116
2023-09-22,174.6700,177.0790,174.0500,174.7900,56725385
2023-09-25,174.2000,176.9700,174.1500,176.0800,46172740
2023-09-26,174.8200,175.2000,171.6600,171.9600,64588945
2023-09-27,172.6200,173.0400,169.0500,170.4300,66921808
2023-09-28,169.3400,172.0300,167.6200,170.6900,56294419
2023-09-29,172.0200,173.0700,170.3410,171.2100,51861083
2023-10-02,171.2200,174.3000,170.9300,173.7500,52164535
2023-10-03,172.2550,173.6300,170.8200,172.4000,49594613
2023-10-04,171.0900,174.2100,170.9700,173.6600,53020286
2023-10-05,173.7900,175.4500,172.6800,174.9100,48527918
2023-10-06,173.8000,177.9900,173.1800,177.4900,57266675
2023-10-09,176.8100,179.0500,175.8000,178.9900,42390772
2023-10-10,178.1000,179.7200,177.9500,178.3900,43698019
2023-10-11,178.2000,179.8500,177.6000,179.8000,47551098
2023-10-12,180.0700,182.3400,179.0400,180.7100,56743119
2023-10-13,181.4200,181.9300,178.1400,178.8500,51456082
2023-10-16,176.7500,179.0750,176.5100,178.7200,52516984
2023-10-17,176.6450,178.4200,174.8000,177.1500,57549350
2023-10-18,175.5800,177.5750,175.1100,175.8400,54764375
2023-10-19,176.0400,177.8400,175.1900,175.4600,59302863
2023-10-20,175.3100,175.4200,172.6400,172.8800,64244028
2023-10-23,170.9100,174.0100,169.9300,173.0000,55980109
2023-10-24,173.0500,173.6700,171.4500,173.4400,43816644
2023-10-25,171.8800,173.0600,170.6500,171.1000,57156962
2023-10-26,170.3700,171.3775,165.6700,166.8900,70625258
2023-10-27,166.9100,168.9600,166.8300,168.2200,58499129
2023-10-30,169.0200,171.1700,168.8700,170.2900,51130955
2023-10-31,169.3500,170.9000,167.9000,170.7700,44846017
2023-11-01,171.0000,174.2300,170.1200,173.9700,56934906
2023-11-02,175.5200,177.7800,175.4600,177.5700,77334752
2023-11-03,174.2400,176.8200,173.3500,176.6500,79829246
2023-11-06,176.3800,179.4300,176.2100,179.2300,63841310
2023-11-07,179.1800,182.4400,178.9700,181.8200,70529966
2023-11-08,182.3500,183.4500,181.5900,182.8900,49340282
2023-11-09,182.9600,184.1200,181.8100,182.4100,53763540
2023-11-10,183.9700,186.5650,183.5300,186.4000,66177922
2023-11-13,185.8200,186.0300,184.2100,184.8000,43627519
2023-11-14,187.7000,188.1100,186.3000,187.4400,60108378
2023-11-15,187.8450,189.5000,187.7800,188.0100,53790499
2023-11-16,189.5700,190.9600,188.6500,189.7100,54412915
2023-11-17,190.2500,190.3800,188.5700,189.6900,50941404
2023-11-20,189.8900,191.9050,189.8800,191.4500,46538614
2023-11-21,191.4100,191.5200,189.7400,190.6400,38134485
2023-11-22,191.4900,192.9300,190.8250,191.3100,39630011
2023-11-24,190.8700,190.9000,189.2500,189.9700,24048344
2023-11-27,189.9200,190.6700,188.9000,189.7900,40552609
2023-11-28,189.7800,191.0800,189.4000,190.4000,38415419
2023-11-29,190.9000,192.0900,188.9700,189.3700,43014224
2023-11-30,189.8400,190.3200,188.1900,189.9500,48794366
2023-12-01,190.3300,191.5600,189.2300,191.2400,45704823
2023-12-04,189.9800,190.0500,187.4511,189.4300,43389519
2023-12-05,190.2100,194.4000,190.1800,193.4200,66628398
2023-12-06,194.4500,194.7600,192.1100,192.3200,40895115
2023-12-07,193.6300,195.0000,193.5900,194.2700,47477655
2023-12-08,194.2000,195.9900,193.6700,195.7100,53406358
2023-12-11,193.1100,193.4900,191.4200,193.1800,60943699
2023-12-12,193.0800,194.7200,191.7210,194.7100,52696900
2023-12-13,195.0900,198.0000,194.8500,197.9600,70404183
2023-12-14,198.0200,199.6200,196.1600,198.1100,66831572
2023-12-15,197.5300,198.3999,197.0000,197.5700,128538401
2023-12-18,196.0900,196.6300,194.3900,195.8900,55751861
2023-12-19,196.1600,196.9500,195.8900,196.9400,40233138
2023-12-20,196.9000,197.6800,194.8300,194.8300,52242815
2023-12-21,196.1000,197.0800,193.5000,194.6800,46482549
2023-12-22,195.1800,195.4100,192.9700,193.6000,37149570
2023-12-26,193.6100,193.8900,192.8300,193.0500,28919310
2023-12-27,192.4900,193.5000,191.0900,193.1500,47899806
2023-12-28,194.1400,194.6600,193.1700,193.5800,34049898
2023-12-29,193.9000,194.4000,191.7250,192.5300,42672148
2024-01-02,187.1500,188.4400,183.8850,185.6400,82488674
2024-01-03,184.2200,185.8800,183.4300,184.2500,58414460
2024-01-04,182.1500,183.0872,180.8800,181.9100,71983570
2024-01-05,181.9900,182.7600,180.1700,181.1800,62196924
2024-01-08,182.0850,185.6000,181.5000,185.5600,59144470
2024-01-09,183.9200,185.1500,182.7300,185.1400,42841809
2024-01-10,184.3500,186.4000,183.9200,186.1900,46792908
2024-01-11,186.5400,187.0500,183.6200,185.5900,49128408
2024-01-12,186.0600,186.7400,185.1900,185.9200,40477782
2024-01-16,182.1600,184.2600,180.9340,183.6300,65603041
2024-01-17,181.2700,182.9300,180.3000,182.6800,47317433
2024-01-18,186.0900,189.1400,185.8300,188.6300,78005754
2024-01-19,189.3300,191.9500,188.8200,191.5600,68902985
2024-01-22,192.3000,195.3300,192.2600,193.8900,60133852
2024-01-23,195.0200,195.7500,193.8299,195.1800,42355590
2024-01-24,195.4200,196.3800,194.3400,194.5000,53463269
2024-01-25,195.2200,196.2675,193.1125,194.1700,54822126
2024-01-26,194.2700,194.7600,191.9400,192.4200,44594011
2024-01-29,192.0100,192.2000,189.5800,191.7300,47145622
2024-01-30,190.9400,191.8000,187.4700,188.0400,55859370
2024-01-31,187.0400,187.0950,184.3500,184.4000,55467803
2024-02-01,183.9850,186.9500,183.8200,186.8600,64885408
2024-02-02,179.8600,187.3300,179.2500,185.8500,102551680
2024-02-05,188.1500,189.2500,185.8400,187.6800,69668820
2024-02-06,186.8600,189.3100,186.7695,189.3000,43490759
2024-02-07,190.6400,191.0500,188.6100,189.4100,53438955
2024-02-08,189.3850,189.5350,187.3500,188.3200,40962046
2024-02-09,188.6500,189.9900,188.0000,188.8500,45155216
2024-02-12,188.4150,188.6700,186.7900,187.1500,41781934
2024-02-13,185.7700,186.2100,183.5128,185.0400,56529529
2024-02-14,185.3200,185.5300,182.4400,184.1500,54630517
2024-02-15,183.5500,184.4900,181.3500,183.8600,65434496
2024-02-16,183.4200,184.8500,181.6650,182.3100,49752465
2024-02-20,181.7900,182.4300,180.0000,181.5600,53665553
2024-02-21,181.9400,182.8888,180.6600,182.3200,41529674
2024-02-22,183.4800,184.9550,182.4600,184.3700,52292208
2024-02-23,185.0100,185.0400,182.2300,182.5200,45119677
2024-02-26,182.2400,182.7600,180.6500,181.1600,40867421
2024-02-27,181.1000,183.9225,179.5600,182.6300,54318851
2024-02-28,182.5100,183.1200,180.1300,181.4200,48953939
2024-02-29,181.2700,182.5700,179.5300,180.7500,136682597
2024-03-01,179.5500,180.5300,177.3800,179.6600,73563082
2024-03-04,176.1500,176.9000,173.7900,175.1000,81510101
2024-03-05,170.7600,172.0400,169.6200,170.1200,95132355
2024-03-06,171.0600,171.2400,168.6800,169.1200,68587707
2024-03-07,169.1500,170.7300,168.4900,169.0000,71765061
2024-03-08,169.0000,173.7000,168.9400,170.7300,76267041
2024-03-11,172.9400,174.3800,172.0500,172.7500,58929918
2024-03-12,173.1500,174.0300,171.0100,173.2300,59544927
2024-03-13,172.7700,173.1850,170.7600,171.1300,51948951
2024-03-14,172.9100,174.3078,172.0500,173.0000,72571635
2024-03-15,171.1700,172.6200,170.2850,172.6200,121752699
2024-03-18,175.5700,177.7100,173.5200,173.7200,75604184
2024-03-19,174.3400,176.6050,173.0300,176.0800,55215244
2024-03-20,175.7200,178.6700,175.0900,178.6700,53423102
2024-03-21,177.0500,177.4900,170.8400,171.3700,106181270
2024-03-22,171.7600,173.0500,170.0600,172.2800,71160138
2024-03-25,170.5650,171.9400,169.4500,170.8500,54288328
2024-03-26,170.0000,171.4200,169.5800,169.7100,57388449
2024-03-27,170.4100,173.6000,170.1100,173.3100,60273265
2024-03-28,171.7500,172.2300,170.5100,171.4800,65672690
2024-04-01,171.1900,171.2500,169.4750,170.0300,43772506
2024-04-02,169.0800,169.3400,168.2302,168.8400,49013991
2024-04-03,168.7900,170.6800,168.5800,169.6500,45571129
2024-04-04,170.2900,171.9200,168.8200,168.8200,53355055
2024-04-05,169.5900,170.3900,168.9500,169.5800,41975776
2024-04-08,169.0300,169.2000,168.2400,168.4500,37216858
2024-04-09,168.7000,170.0800,168.3500,169.6700,42231444
2024-04-10,168.8000,169.0900,167.1100,167.7800,49709336
2024-04-11,168.3400,175.4600,168.1600,175.0400,91070275
2024-04-12,174.2600,178.3600,174.2100,176.5500,101670886
2024-04-15,175.3600,176.6300,172.5000,172.6900,73531773
2024-04-16,171.7500,173.7600,168.2700,169.3800,73711235
2024-04-17,169.6100,170.6500,168.0000,168.0000,50901210
2024-04-18,168.0300,168.6400,166.5500,167.0400,43122903
2024-04-19,166.2100,166.4000,164.0750,165.0000,68149377
2024-04-22,165.5150,167.2600,164.7700,165.8400,48116443
2024-04-23,165.3500,167.0500,164.9200,166.9000,49537761
2024-04-24,166.5400,169.3000,166.2100,169.0200,48251835
2024-04-25,169.5250,170.6100,168.1511,169.8900,50558329
2024-04-26,169.8800,171.3400,169.1800,169.3000,44838354
2024-04-29,173.3700,176.0300,173.1000,173.5000,68169419
2024-04-30,173.3300,174.9900,170.0000,170.3300,65934776
2024-05-01,169.5800,172.7050,169.1100,169.3000,50383147
2024-05-02,172.5100,173.4150,170.8900,173.0300,94214915
2024-05-03,186.6450,187.0000,182.6600,183.3800,163224109
2024-05-06,182.3540,184.2000,180.4200,181.7100,78569667
2024-05-07,183.4500,184.9000,181.3200,182.4000,77305771
2024-05-08,182.8500,183.0700,181.4500,182.7400,45057087
2024-05-09,182.5600,184.6600,182.1100,184.5700,48982972
2024-05-10,184.9000,185.0900,182.1300,183.0500,50759496
2024-05-13,185.4350,187.1000,184.6200,186.2800,72044809
2024-05-14,187.5100,188.3000,186.2900,187.4300,52393619
2024-05-15,187.9100,190.6500,187.3700,189.7200,70399988
2024-05-16,190.4700,191.0950,189.6601,189.8400,52845230
2024-05-17,189.5100,190.8100,189.1800,189.8700,41282925
2024-05-20,189.3250,191.9199,189.0100,191.0400,44361275
2024-05-21,191.0900,192.7300,190.9201,192.3500,42309401
2024-05-22,192.2650,192.8231,190.2700,190.9000,34648547
2024-05-23,190.9800,191.0000,186.6250,186.8800,51005924
2024-05-24,188.8200,190.5800,188.0404,189.9800,36326975
2024-05-28,191.5100,193.0000,189.1000,189.9900,52280051
2024-05-29,189.6100,192.2470,189.5100,190.2900,53068016
2024-05-30,190.7600,192.1800,190.6300,191.2900,49947941
2024-05-31,191.4400,192.5700,189.9100,192.2500,75158277
2024-06-03,192.9000,194.9900,192.5200,194.0300,50080539
2024-06-04,194.6350,195.3200,193.0342,194.3500,47471445
2024-06-05,195.4000,196.9000,194.8700,195.8700,54156785
2024-06-06,195.6850,196.5000,194.1700,194.4800,41181753
2024-06-07,194.6500,196.9400,194.1400,196.8900,53103912
2024-06-10,196.9000,197.3000,192.1500,193.1200,97262077
2024-06-11,193.6500,207.1600,193.6300,207.1500,172373296
2024-06-12,207.3700,220.2000,206.9000,213.0700,198134293
2024-06-13,214.7400,216.7500,211.6000,214.2400,97862729
2024-06-14,213.8500,215.1700,211.3000,212.4900,70122748
2024-06-17,213.3700,218.9500,212.7200,216.6700,93728300
2024-06-18,217.5900,218.6300,213.0000,214.2900,79943254
2024-06-20,213.9300,214.2400,208.8500,209.6800,86172451
2024-06-21,210.3900,211.8900,207.1100,207.4900,246421353
2024-06-24,207.7200,212.7000,206.5900,208.1400,80727006
2024-06-25,209.1500,211.3800,208.6100,209.0700,56713868
2024-06-26,211.5000,214.8600,210.6400,213.2500,66213186
2024-06-27,214.6900,215.7395,212.3500,214.1000,49772707
2024-06-28,215.7700,216.0700,210.3000,210.6200,82542718
2024-07-01,212.0900,217.5100,211.9200,216.7500,60402929
2024-07-02,216.1500,220.3800,215.1000,220.2700,58046178
2024-07-03,220.0000,221.5500,219.0300,221.5500,37369801
2024-07-05,221.6500,226.4500,221.6500,226.3400,60412408
2024-07-08,227.0900,227.8500,223.2500,227.8200,59085861
2024-07-09,227.9300,229.4000,226.3721,228.6800,48169822
2024-07-10,229.3000,233.0800,229.2500,232.9800,62627687
2024-07-11,231.3900,232.3900,225.7700,227.5700,64710617
2024-07-12,228.9200,232.6400,228.6800,230.5400,53046527
2024-07-15,236.4800,237.2300,233.0900,234.4000,62631252
2024-07-16,235.0000,236.2700,232.3300,234.8200,43234278
2024-07-17,229.4500,231.4599,226.6400,228.8800,57345884
2024-07-18,230.2800,230.4400,222.2700,224.1800,66034585
2024-07-19,224.8200,226.8000,223.2750,224.3100,49151453
2024-07-22,227.0100,227.7800,223.0900,223.9600,48201835
2024-07-23,224.3650,226.9400,222.6800,225.0100,39960260
2024-07-24,224.0000,224.8000,217.1300,218.5400,61777576
2024-07-25,218.9300,220.8500,214.6200,217.4900,51391199
2024-07-26,218.7000,219.4900,216.0100,217.9600,41601345
2024-07-29,216.9600,219.3000,215.7500,218.2400,36311778
2024-07-30,219.1900,220.3250,216.1200,218.8000,41643840
2024-07-31,221.4400,223.8200,220.6300,222.0800,50036262
2024-08-01,224.3700,224.4800,217.0200,218.3600,62500996
2024-08-02,219.1500,225.6000,217.7100,219.8600,105568560
2024-08-05,199.0900,213.5000,196.0000,209.2700,119548589
2024-08-06,205.3000,209.9900,201.0700,207.2300,69660488
2024-08-07,206.9000,213.6400,206.3900,209.8200,63516417
2024-08-08,213.1100,214.2000,208.8300,213.3100,47161149
2024-08-09,212.1000,216.7800,211.9700,216.2400,42201646
2024-08-12,216.0700,219.5099,215.6000,217.5300,38028092
2024-08-13,219.0100,221.8900,219.0100,221.2700,44155331
2024-08-14,220.5700,223.0300,219.7000,221.7200,41960574
2024-08-15,224.6000,225.3500,222.7600,224.7200,46414013
2024-08-16,223.9200,226.8271,223.6501,226.0500,44340240
2024-08-19,225.7200,225.9900,223.0400,225.8900,40687813
2024-08-20,225.7700,227.1700,225.4500,226.5100,30299033
2024-08-21,226.5200,227.9800,225.0500,226.4000,34765480
2024-08-22,227.7900,228.3400,223.9000,224.5300,43695321
2024-08-23,225.6589,228.2200,224.3300,226.8400,38677250
2024-08-26,226.7600,227.2800,223.8905,227.1800,30602208
2024-08-27,225.9950,228.8500,224.8900,228.0300,35934559
2024-08-28,227.9200,229.8600,225.6800,226.4900,38052167
2024-08-29,230.1000,232.9200,228.8800,229.7900,51906297
2024-08-30,230.1900,230.4000,227.4800,229.0000,52990770
2024-09-03,228.5500,229.0000,221.1700,222.7700,50190574
2024-09-04,221.6600,221.7800,217.4800,220.8500,43262758
2024-09-05,221.6250,225.4800,221.5200,222.3800,36615398
2024-09-06,223.9500,225.2400,219.7700,220.8200,48423011
2024-09-09,220.8200,221.2700,216.7100,220.9100,67179965
2024-09-10,218.9200,221.4800,216.7300,220.1100,51591033
2024-09-11,221.4550,223.0900,217.8900,222.6600,44587072
2024-09-12,222.5000,223.5500,219.8200,222.7700,37498225
2024-09-13,223.5800,224.0400,221.9100,222.5000,36766619
2024-09-16,216.5400,217.2200,213.9200,216.3200,59357427
2024-09-17,215.7500,216.9000,214.5000,216.7900,45519339
2024-09-18,217.5500,222.7100,217.5400,220.6900,59894928
2024-09-19,224.9900,229.8200,224.6300,228.8700,66781315
2024-09-20,229.9700,233.0900,227.6200,228.2000,318679888
2024-09-23,227.3400,229.4500,225.8100,226.4700,54146023
2024-09-24,228.6450,229.3500,225.7300,227.3700,43556068
2024-09-25,224.9300,227.2900,224.0200,226.3700,42308715
2024-09-26,227.3000,228.5000,225.4100,227.5200,36636707
2024-09-27,228.4600,229.5200,227.3000,227.7900,34025967
2024-09-30,230.0400,233.0000,229.6500,233.0000,54793391
2024-10-01,229.5200,229.6500,223.7400,226.2100,63285048
2024-10-02,225.8900,227.3700,223.0200,226.7800,32880605
2024-10-03,225.1400,226.8050,223.3200,225.6700,34044158
2024-10-04,227.9000,228.0000,224.1300,226.8000,37345098
2024-10-07,224.5000,225.6900,221.3300,221.6900,39505354
2024-10-08,224.3000,225.9800,223.2500,225.7700,31855693
2024-10-09,225.2300,229.7500,224.8300,229.5400,33591091
2024-10-10,227.7800,229.5000,227.1700,229.0400,28183544
